ITEM_PLAN;CTO_SIROPE;CTO_GIS_CMS;DIRECCION;NUMERO;TIPO;PISO;X;Y
19-2111101055;MITK402022;;EDIFICIO MONTERO;;;1;-77.02274971;-12.11128687
19-2111101052;MAG0102633;;MARIA PARADO DE BELLIDO 130;;;5;-77.06024378;-12.09111893
19-2111101052;MAG0102634;;MARIA PARADO DE BELLIDO 130;;;3;-77.06024378;-12.09111893
19-2111101052;MAG0102635;;MARIA PARADO DE BELLIDO 130;;;2;-77.06024378;-12.09111893
19-2111101052;MAG0102636;;MARIA PARADO DE BELLIDO 130;;;0;-77.06024378;-12.09111893
19-2111101051;MAG0202011;;SANTA INES 1030;;;5;-77.06458952;-12.07700952
19-2111101050;SITK3013A31;;GENERAL CORDOVA 135;;;6;-77.04190085;-12.1160626
19-2111101050;SITK3013A32;;GENERAL CORDOVA 135;;;4;-77.04190085;-12.1160626
19-2111101050;SITK3013A33;;GENERAL CORDOVA 135;;;4;-77.04190085;-12.1160626
19-2111101050;SITK3013A34;;GENERAL CORDOVA 135;;;2;-77.04190085;-12.1160626
19-2111101048;MATK300171;;SANTA LUCIA 153;;;5;-77.06570084;-12.07621309
19-2111101047;MATK101871;;NAVARRA 185;;;5;-77.07103551;-12.0730524
19-2111101046;CTOMAU2TK10761;;JUANA GARCIA;;;5;-77.07740233;-12.08213651
19-2111101045;MATK300161;;DANIEL HERNANDEZ 709;;;5;-77.06828209;-12.07444236
19-2111101043;HITK503271;;CA. CAOBA MZ. 6 LT. 4-5-6;;;1;-77.00061705;-12.12111911
19-2111101043;HITK503272;;CA. CAOBA MZ. 6 LT. 4-5-6;;;3;-77.00061705;-12.12111911
19-2111101043;HITK503273;;CA. CAOBA MZ. 6 LT. 4-5-6;;;5;-77.00061705;-12.12111911
19-2111101043;HITK503274;;CA. CAOBA MZ. 6 LT. 4-5-6;;;7;-77.00061705;-12.12111911
19-2111101043;HITK503275;;CA. CAOBA MZ. 6 LT. 4-5-6;;;9;-77.00061705;-12.12111911
19-2111101042;SBG0571105;;AV. SAN LUIS 1885;;;1;-76.99647882;-12.08608114
19-2111101042;SBG0571106;;AV. SAN LUIS 1885;;;1;-76.99647882;-12.08608114
19-2111101042;SBG0571107;;AV. SAN LUIS 1885;;;1;-76.99647882;-12.08608114
19-2111101042;SBG0571108;;AV. SAN LUIS 1885;;;1;-76.99647882;-12.08608114
19-2111101041;SIG0500261;;LAS AGUILAS 285;;;8;-77.02652962;-12.10412592
19-2111101041;SIG0500262;;LAS AGUILAS 285;;;6;-77.02652962;-12.10412592
19-2111101041;SIG0500263;;LAS AGUILAS 285;;;4;-77.02652962;-12.10412592
19-2111101041;SIG0500264;;LAS AGUILAS 285;;;2;-77.02652962;-12.10412592
19-2111101039;SIG0201132;;JAZMINES 169;;;4;-77.02881629;-12.08983543
19-2111101038;HITK101561;;EDIFICIO ROSAL;;;1;-77.00382161;-12.12312162
19-2111101038;HITK101562;;EDIFICIO ROSAL;;;4;-77.00382161;-12.12312162
19-2111101038;HITK101563;;EDIFICIO ROSAL;;;6;-77.00382161;-12.12312162
19-2111101038;HITK101564;;EDIFICIO ROSAL;;;8;-77.00382161;-12.12312162
19-2111101033;HITK400275;;CA. EL CEREZO 336;;;2;-77.00347505;-12.11676193
19-2111101033;HITK400276;;CA. EL CEREZO 336;;;5;-77.00347505;-12.11676193
19-2111101031;HITK400876;;EDIFICIO EINSTEIN;;;1;-77.00608047;-12.11463536
19-2111101031;HITK400877;;EDIFICIO EINSTEIN;;;3;-77.00608047;-12.11463536
19-2111101031;HITK400878;;EDIFICIO EINSTEIN;;;5;-77.00608047;-12.11463536
19-2111101028;HITK400661;;EDIFICIO ALFA CENTAURO;;;2;-77.004124;-12.11501417
19-2111101028;HITK400662;;EDIFICIO ALFA CENTAURO;;;3;-77.004124;-12.11501417
19-2111101028;HITK400663;;EDIFICIO ALFA CENTAURO;;;5;-77.004124;-12.11501417
19-2111101028;HITK400664;;EDIFICIO ALFA CENTAURO;;;7;-77.004124;-12.11501417
19-2111101026;MAU2TK100351;;EURIPIDES 249;;;4;-77.07795679;-12.08107841
19-2111101026;MAU2TK100352;;EURIPIDES 249;;;2;-77.07795679;-12.08107841
19-2111101025;SIG0201131;;LOS JAZMINES 129;;;5;-77.02907316;-12.08987852
19-2111101018;MAU2TK100341;;CALDERON DE LA BARCA 158-160;;;4;-77.07870654;-12.08056911
19-2111101018;MAU2TK100342;;CALDERON DE LA BARCA 158-160;;;2;-77.07870654;-12.08056911
19-2111101017;SBG049D3001;;SAN BORJA NORTE 1250;;;6;-76.99191101;-12.09540393
19-2111101017;SBG049D3002;;SAN BORJA NORTE 1250;;;2;-76.99191101;-12.09540393
19-2111101016;SBU0TK100713;;DEL PARQUE SUR 442-446;;;0;-77.01287605;-12.10446207
19-2111101016;SBU0TK100714;;DEL PARQUE SUR 442-446;;;0;-77.01287605;-12.10446207
19-2111101015;MAU2TK101523;;ALFONSO UGARTE 419;;;5;-77.08115119;-12.08900455
19-2111101014;SBG056D2301;;SAN BORJA NORTE 379;;;0;-77.00644444;-12.09410813
19-2111101013;HITK400873;;RESIDENCIAL BONILLA;;;1;-77.00632641;-12.11304007
19-2111101013;HITK400874;;RESIDENCIAL BONILLA;;;3;-77.00632641;-12.11304007
19-2111101013;HITK400875;;RESIDENCIAL BONILLA;;;5;-77.00632641;-12.11304007
19-2111101010;HITK500656;;CA. ANDREA SARTO ESQ. CA. MARY CASSAT;;;;-76.99702389;-12.11267494
19-2111101010;HITK500657;;CA. ANDREA SARTO ESQ. CA. MARY CASSAT;;;4;-76.99702389;-12.11267494
19-2111101010;HITK500658;;CA. ANDREA SARTO ESQ. CA. MARY CASSAT;;;8;-76.99702389;-12.11267494
19-2111101007;SITK1200222;SIG8120222;CARLOS GRAÑA 204;;;4;-77.04448944;-12.10651486
19-2111101007;SITK1200223;SIG8120223;CARLOS GRAÑA 204;;;2;-77.04448944;-12.10651486
19-2111101006;MAU2TK200826;;UNIVERSITARIA 460;;;6;-77.08317634;-12.08628125
19-2111101003;CTOLIU0TK603131;;EDIFICIO ALTHAUS;;;6;-77.02918112;-12.07977622
19-2111101002;CTOLIU0TK603132;;EMILIO ALTHAUS;;;5;-77.02842099;-12.07969206
19-2111100995;SITK105A24;;ROMA 240;;;10;-77.05015152;-12.08904354
19-2111100994;SIG1001251;;SANTANDER 147;;;7;-77.03182982;-12.10585619
19-2111100994;SIG1001252;;SANTANDER 147;;;5;-77.03182982;-12.10585619
19-2111100994;SIG1001253;;SANTANDER 147;;;3;-77.03182982;-12.10585619
19-2111100994;SIG1001254;;SANTANDER 147;;;1;-77.03182982;-12.10585619
19-2111100992;HITK400281;;EDIFICIO ALFA CISNE;;;1;-77.00460536;-12.11767671
19-2111100992;HITK400282;;EDIFICIO ALFA CISNE;;;2;-77.00460536;-12.11767671
19-2111100992;HITK400283;;EDIFICIO ALFA CISNE;;;3;-77.00460536;-12.11767671
19-2111100992;HITK400284;;EDIFICIO ALFA CISNE;;;4;-77.00460536;-12.11767671
19-2111100989;SIG00507;;CORONEL PORTILLO 697;;;5;-77.05347051;-12.10780305
19-2111100988;HITK503281;;EDIFICIO CASUARINA;;;5;-77.00198849;-12.12103281
19-2111100972;SBG0451901;;AV. JOSE GALVEZ BARNECHEA N° 699;;;6;-77.01169829;-12.10017092
19-2111100972;SBG0451902;;AV. JOSE GALVEZ BARNECHEA N° 699;;;4;-77.01169829;-12.10017092
19-2111100972;SBG0451903;;AV. JOSE GALVEZ BARNECHEA N° 699;;;2;-77.01169829;-12.10017092
19-2111100971;SBG024D2801;;SAN BORJA SUR 741;;;0;-76.99834348;-12.09996586
19-2111100971;SBG024D2802;;SAN BORJA SUR 741;;;0;-76.99834348;-12.09996586
19-2111100969;SBG0141201;;SAN BORJA SUR 457;;;1;-77.00506505;-12.10085199
19-2111100966;SBG014D1201;;SAN BORJA SUR 469;;;6;-77.00478266;-12.10085242
19-2111100966;SBG014D1202;;SAN BORJA SUR 469;;;2;-77.00478266;-12.10085242
19-2111100956;SBG0221101;;AV. SAN BORJA SUR 1070;;;1;-76.99279645;-12.10129358
19-2111100956;SBG0221102;;AV. SAN BORJA SUR 1070;;;1;-76.99279645;-12.10129358
19-2111100956;SBG0221103;;AV. SAN BORJA SUR 1070;;;1;-76.99279645;-12.10129358
19-2111100954;SBG0471801;;AV. SAN BORJA SUR 178;;;5;-77.00946635;-12.09849232
19-2111100942;SBG0201701;;CA. CLAUDE MONTEVERDI 169;;;1;-76.99370477;-12.09741003
19-2111100938;SBG0181101;;CA. FRANZ LISZT N°102;;;1;-76.99079512;-12.09729662
19-2111100934;SBG049D1203;;SAN BORJA NORTE 1342;;;4;-76.98990841;-12.0961664
19-2111100934;SBG049D1204;;SAN BORJA NORTE 1342;;;2;-76.98990841;-12.0961664
19-2111100926;SBG049D1201;;SAN BORJA NORTE 1338;;;4;-76.99016174;-12.09614785
19-2111100926;SBG049D1202;;SAN BORJA NORTE 1338;;;1;-76.99016174;-12.09614785
19-2111100925;SBG049D2001;;SAN BORJA NORTE 1302;;;6;-76.99101639;-12.09598058
19-2111100925;SBG049D2002;;SAN BORJA NORTE 1302;;;0;-76.99101639;-12.09598058
19-2111100925;SBG049D2003;;SAN BORJA NORTE 1302;;;0;-76.99101639;-12.09598058
19-2111100913;SBG0501601;;AV. SAN BORJA NORTE 1285;;;4;-76.99086586;-12.09484464
19-2111100913;SBG0501602;;AV. SAN BORJA NORTE 1285;;;1;-76.99086586;-12.09484464
19-2111100902;SBG052D1201;;SAN BORJA NORTE 632;;;9;-77.0020537;-12.09471781
19-2111100902;SBG052D1202;;SAN BORJA NORTE 632;;;9;-77.0020537;-12.09471781
19-2111100893;SBG0561901;;AV. SAN BORJA NORTE N°299;;;5;-77.00752979;-12.09438438
19-2111100893;SBG0561902;;AV. SAN BORJA NORTE N°299;;;2;-77.00752979;-12.09438438
19-2111100871;SBG0561601;;PORTINARI 171;;;;-77.00742158;-12.09303596
19-2111100870;SBG0771201;;AV. SAN BORJA NORTE N°1057;;;1;-76.99431108;-12.09281373
19-2111100870;SBG0771202;;AV. SAN BORJA NORTE N°1057;;;1;-76.99431108;-12.09281373
19-2111100865;SBG0531801;;AV. SAN LUIS N° 2076;;;;-76.9962168;-12.09120405
19-2111100865;SBG0531802;;AV. SAN LUIS N° 2076;;;;-76.9962168;-12.09120405
19-2111100857;SBG0551401;;AV. SAN BORJA NORTE N° 497;;;1;-77.00425651;-12.0938005
19-2111100857;SBG0551402;;AV. SAN BORJA NORTE N° 497;;;1;-77.00425651;-12.0938005
19-2111100849;SBG0531501;;AV. SAN BORJA NORTE 819;;;;-76.99884331;-12.09327824
19-2111100848;SBG077D1203;;SAN BORJA NORTE 1099;;;5;-76.99386494;-12.09299531
19-2111100848;SBG077D1204;;SAN BORJA NORTE 1099;;;0;-76.99386494;-12.09299531
19-2111100829;MATK102534;;ARNALDO MARQUEZ 1879;;;5;-77.05397034;-12.07940156
19-2111100822;WAG0302214;;6 DE AGOSTO 791;;;6;-77.04323259;-12.07403098
19-2111100821;MATK102535;;HEMILIO VALDIZAN 425;;;5;-77.05316183;-12.08019915
19-2111100820;MATK102756;;CARACAS 105;;;5;-77.05689118;-12.08521984
19-2111100817;WATK300251;;LLOQUE YUPANQUI 1686;;;6;-77.04731655;-12.07828524
19-2111100817;WATK300252;;LLOQUE YUPANQUI 1686;;;6;-77.04731655;-12.07828524
19-2111100809;HITK401163;;EDIFICIO LAUREL ROSA;;;1;-77.0016752;-12.12310927
19-2111100809;HITK401164;;EDIFICIO LAUREL ROSA;;;3;-77.0016752;-12.12310927
19-2111100809;HITK401165;;EDIFICIO LAUREL ROSA;;;5;-77.0016752;-12.12310927
19-2111100809;HITK401166;;EDIFICIO LAUREL ROSA;;;7;-77.0016752;-12.12310927
19-2111100808;WATK7G2314;;INDEPENDENCIA 503-507;;;4;-77.04939321;-12.06102368
19-2111100807;MATK103225;;PLAZA LA BANDERA 135;;;6;-77.06068748;-12.06824936
19-2111100806;SSWATK300904;;HUIRACOCHA 1215;;;;-77.047115;-12.074088
19-2111100805;SBU0D701063;;LOPEZ DE AYALA 1760;;;1;-76.99007655;-12.09665318
19-2111100804;WATK300831;;JOSE MARIA PLAZA 142;;;5;-77.05003853;-12.07173634
19-2111100804;WATK300832;;JOSE MARIA PLAZA 142;;;5;-77.05003853;-12.07173634
19-2111100803;WATK7G2025;;GENERAL VARELA 1741;;;4;-77.05075141;-12.06511578
19-2111100802;SIG0611A;;EDF. TORRE BEGONIAS-CL. LAS BEGONIAS 415;;;18;-77.02386799939 -;12.09188309
19-2111100802;SIG0612;;EDF. TORRE BEGONIAS-CL. LAS BEGONIAS 415;;;8;-77.02386799939 -;12.09188309
19-2111100802;SIG0683101;;EDF. TORRE BEGONIAS-CL. LAS BEGONIAS 415;;;18;-77.02386799939 -;12.09188309
19-2111100802;SIG0683102;;EDF. TORRE BEGONIAS-CL. LAS BEGONIAS 415;;;8;-77.02386799939 -;12.09188309
19-2111100790;MATK100937;;COMANDANTE JIMENEZ 458;;;4;-77.05954641;-12.09147062
19-2111100790;MATK100938;;COMANDANTE JIMENEZ 458;;;2;-77.05954641;-12.09147062
19-2111100789;SJG0102931;SJG9012931;CARMENCA 194-182;;;4;-77.09733896;-12.07342555
19-2111100789;SJG0102932;SJG9012932;CARMENCA 194-182;;;2;-77.09733896;-12.07342555
19-2111100784;MATK300232;;PARQUE DEL CARMEN 1567;;;4;-77.06989872;-12.07420573
19-2111100784;MATK300233;;PARQUE DEL CARMEN 1567;;;2;-77.06989872;-12.07420573
19-2111100782;MATK100771;;JAVIER PRADO 480;;;9;-77.0638941;-12.09187683
19-2111100781;MATK103246;MAG8013246;PANTOJA 345;;;2;-77.06214102;-12.06949469
19-2111100764;MAG0202811;;BENJAMIN UGARTECHE 156-158;;;1;-77.06399785;-12.07814351
19-2111100764;MAG0202812;;BENJAMIN UGARTECHE 156-158;;;1;-77.06399785;-12.07814351
19-2111100763;MATK101241;;RAMON PIZARRO 1251;;;3;-77.06675312;-12.0776504
19-2111100763;MATK101242;;RAMON PIZARRO 1251;;;0;-77.06675312;-12.0776504
19-2111100759;MATK103171;;GRANADA 438;;;4;-77.06573754;-12.06872551
19-2111100759;MATK103172;;GRANADA 438;;;2;-77.06573754;-12.06872551
19-2111100749;SITK102461;;LOS PINOS 2583;;;5;-77.03700735;-12.09018965
19-2111100749;SITK102462;;LOS PINOS 2583;;;3;-77.03700735;-12.09018965
19-2111100749;SITK102463;;LOS PINOS 2583;;;1;-77.03700735;-12.09018965
19-2111100744;SBU0G0102441;;ISAAC ALBENIZ 325;;;0;-76.99992566;-12.10326656
19-2111100743;SBU0TK2016A71;SBG8201671;DONATELLO 229;;;1;-76.99996197;-12.0914148
19-2111100738;WATK300935;;JOSE MARIA PLAZA 371;;;6;-77.04806743;-12.0728912
19-2111100735;LIU0TK3015A51;;MIGUEL DASSO 368;;;6;-77.01896735;-12.07732
19-2111100735;LIU0TK3015A52;;MIGUEL DASSO 368;;;6;-77.01896735;-12.07732
19-2111100723;MITK301631;;EDIFICIO ZETA BOLOGNESI;;;2;-77.03572221;-12.11971667
19-2111100723;MITK301632;;EDIFICIO ZETA BOLOGNESI;;;5;-77.03572221;-12.11971667
19-2111100723;MITK301633;;EDIFICIO ZETA BOLOGNESI;;;8;-77.03572221;-12.11971667
19-2111100723;MITK301634;;EDIFICIO ZETA BOLOGNESI;;;10;-77.03572221;-12.11971667
19-2111100723;MITK301635;;EDIFICIO ZETA BOLOGNESI;;;12;-77.03572221;-12.11971667
19-2111100723;MITK301636;;EDIFICIO ZETA BOLOGNESI;;;14;-77.03572221;-12.11971667
19-2111100716;MATK103164;;SANTANDER 239;;;5;-77.06923023;-12.07126296
19-2111100716;MATK103165;;SANTANDER 239;;;2;-77.06923023;-12.07126296
19-2111100714;MIG0101431;;EDIFICIO ATLANTIS VI;;;2;-77.01668054;-12.11921796
19-2111100714;MIG0101432;;EDIFICIO ATLANTIS VI;;;4;-77.01668054;-12.11921796
19-2111100714;MIG0101433;;EDIFICIO ATLANTIS VI;;;6;-77.01668054;-12.11921796
19-2111100714;MIG0101434;;EDIFICIO ATLANTIS VI;;;8;-77.01668054;-12.11921796
19-2111100713;SSSIG0102401;;MONCLOVA 363 TORRE LOS LIBERTADORES;;;12;-77.03798012;-12.10309533
19-2111100713;SSSIG0102402;;MONCLOVA 363 TORRE LOS LIBERTADORES;;;9;-77.03798012;-12.10309533
19-2111100713;SSSIG0102403;;MONCLOVA 363 TORRE LOS LIBERTADORES;;;6;-77.03798012;-12.10309533
19-2111100713;SSSIG0102404;;MONCLOVA 363 TORRE LOS LIBERTADORES;;;2;-77.03798012;-12.10309533
19-2111100692;SJG0010101;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010102;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010103;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010104;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010105;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010106;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010107;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010108;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010209;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010210;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010211;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010212;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010213;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010214;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010215;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010216;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010317;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010318;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010319;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010320;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010321;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010322;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010323;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010324;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010425;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010426;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010427;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010428;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010429;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010430;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0010431;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0010432;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010533;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0010534;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0302;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0302A;;PLAZA SAN MIGUEL - AV. LA MARINA;;;3;-77.08311785;-12.07630373
19-2111100692;SJG0303;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0303A;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0304;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0304A;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0304B;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0304C;;PLAZA SAN MIGUEL - AV. LA MARINA;;;2;-77.08311785;-12.07630373
19-2111100692;SJG0305;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100692;SJG0305A;;PLAZA SAN MIGUEL - AV. LA MARINA;;;1;-77.08311785;-12.07630373
19-2111100685;SSSIG0113101;;AV. MIRO QUESADA 280;;;10;-77.04180946;-12.09973485
19-2111100685;SSSIG0113102;;AV. MIRO QUESADA 280;;;10;-77.04180946;-12.09973485
19-2111100685;SSSIG0113103;;AV. MIRO QUESADA 280;;;;-77.04180946;-12.09973485
19-2111100685;SSSIG0113104;;AV. MIRO QUESADA 280;;;;-77.04180946;-12.09973485
19-2111100685;SSSIG0113105;;AV. MIRO QUESADA 280;;;;-77.04180946;-12.09973485
19-2111100684;SIG0400273;;LOS NEGOCIOS 189;;;15;-77.02199078;-12.10526561
19-2111100684;SIG0400274;;LOS NEGOCIOS 189;;;14;-77.02199078;-12.10526561
19-2111100684;SIG0400275;;LOS NEGOCIOS 189;;;13;-77.02199078;-12.10526561
19-2111100684;SIG0400276;;LOS NEGOCIOS 189;;;12;-77.02199078;-12.10526561
19-2111100684;SIG0400277;;LOS NEGOCIOS 189;;;11;-77.02199078;-12.10526561
19-2111100684;SIG0400278;;LOS NEGOCIOS 189;;;10;-77.02199078;-12.10526561
19-2111100684;SITK602121;;LOS NEGOCIOS 189;;;9;-77.02199078;-12.10526561
19-2111100684;SITK602122;;LOS NEGOCIOS 189;;;7;-77.02199078;-12.10526561
19-2111100684;SITK602123;;LOS NEGOCIOS 189;;;6;-77.02199078;-12.10526561
19-2111100684;SITK602124;;LOS NEGOCIOS 189;;;5;-77.02199078;-12.10526561
19-2111100684;SITK602125;;LOS NEGOCIOS 189;;;4;-77.02199078;-12.10526561
19-2111100684;SITK602126;;LOS NEGOCIOS 189;;;3;-77.02199078;-12.10526561
19-2111100684;SITK602127;;LOS NEGOCIOS 189;;;2;-77.02199078;-12.10526561
19-2111100684;SITK602128;;LOS NEGOCIOS 189;;;1;-77.02199078;-12.10526561
19-2111100683;SIG0400256;;LOS NEGOCIOS 187;;;15;-77.02212033;-12.10531489
19-2111100683;SIG0400257;;LOS NEGOCIOS 187;;;14;-77.02212033;-12.10531489
19-2111100683;SIG0400258;;LOS NEGOCIOS 187;;;13;-77.02212033;-12.10531489
19-2111100683;SIG0400261;;LOS NEGOCIOS 187;;;12;-77.02212033;-12.10531489
19-2111100683;SIG0400262;;LOS NEGOCIOS 187;;;11;-77.02212033;-12.10531489
19-2111100683;SIG0400263;;LOS NEGOCIOS 187;;;10;-77.02212033;-12.10531489
19-2111100683;SIG0400264;;LOS NEGOCIOS 187;;;9;-77.02212033;-12.10531489
19-2111100683;SIG0400265;;LOS NEGOCIOS 187;;;7;-77.02212033;-12.10531489
19-2111100683;SIG0400266;;LOS NEGOCIOS 187;;;6;-77.02212033;-12.10531489
19-2111100683;SIG0400267;;LOS NEGOCIOS 187;;;5;-77.02212033;-12.10531489
19-2111100683;SIG0400268;;LOS NEGOCIOS 187;;;4;-77.02212033;-12.10531489
19-2111100683;SIG0400271;;LOS NEGOCIOS 187;;;3;-77.02212033;-12.10531489
19-2111100683;SIG0400272;;LOS NEGOCIOS 187;;;2;-77.02212033;-12.10531489
19-2111100681;SSSIG0152801;;CAMINO REAL 215;;;;-77.03519766;-12.09574343
19-2111100681;SSSIG0152802;;CAMINO REAL 215;;;;-77.03519766;-12.09574343
19-2111100679;SIG006-20D902;;CARLOS GRAÑA 150;;;6;-77.04424589;-12.10525101
19-2111100678;SSSIG0032601;;CA. VICTOR MAURTUA 411;;;7;-77.04443364;-12.10948682
19-2111100658;SSSIG0032901;;AV. ANGAMOS OESTE 1624;;;2;-77.04478756;-12.11028256
19-2111100650;SSSIG0113106;;AV. MIRO QUESADA 282;;;6;-77.04200761;-12.09970799
19-2111100650;SSSIG0113107;;AV. MIRO QUESADA 282;;;5;-77.04200761;-12.09970799
19-2111100650;SSSIG0113108;;AV. MIRO QUESADA 282;;;2;-77.04200761;-12.09970799
19-2111100649;SSSIG0082401;;AV. GRL. PEZET 515;;;8;-77.04333339;-12.10265855
19-2111100649;SSSIG0082402;;AV. GRL. PEZET 515;;;1;-77.04333339;-12.10265855
19-2111100636;SIG0032801;;AV. BLAS CERDEÑA 460;;;1;-77.04439955;-12.10988943
19-2111100634;SIG0031102;;JACINTO LARA 397;;;1;-77.04626695;-12.10878582
19-2111100624;SSSIG0082405;;JUAN ANTONIO PEZET 561;;;16;-77.0441918;-12.1024072
19-2111100624;SSSIG0082406;;JUAN ANTONIO PEZET 561;;;12;-77.0441918;-12.1024072
19-2111100624;SSSIG0082407;;JUAN ANTONIO PEZET 561;;;8;-77.0441918;-12.1024072
19-2111100624;SSSIG0082408;;JUAN ANTONIO PEZET 561;;;3;-77.0441918;-12.1024072
19-2111100619;SIG00280D1201;;GRAL .JACINTO LARA 440;;;4;-77.04689617;-12.10947402
19-2111100618;SSSIG0122501;;AV. MIRO QUESADA 540;;;9;-77.04515791;-12.09917675
19-2111100618;SSSIG0122502;;AV. MIRO QUESADA 540;;;1;-77.04515791;-12.09917675
19-2111100611;SIG00270D1301;;GRAL. JACINTO LARA 465;;;1;-77.04632173;-12.10953403
19-2111100611;SIG00270D1302;;GRAL. JACINTO LARA 465;;;1;-77.04632173;-12.10953403
19-2111100610;SSSIG0082204;;CA. FRANCISCO EGUIGUREN 171;;;1;-77.04126608;-12.10350027
19-2111100605;SSSIG0053101;;JUAN ANTONIO PEZET 583;;;14;-77.04447888;-12.10233699
19-2111100605;SSSIG0053102;;JUAN ANTONIO PEZET 583;;;10;-77.04447888;-12.10233699
19-2111100605;SSSIG0053103;;JUAN ANTONIO PEZET 583;;;6;-77.04447888;-12.10233699
19-2111100605;SSSIG0053104;;JUAN ANTONIO PEZET 583;;;2;-77.04447888;-12.10233699
19-2111100603;SSSIG0082301;;JUAN ANTONIO PEZET 375;;;16;-77.04184161;-12.10297397
19-2111100603;SSSIG0082302;;JUAN ANTONIO PEZET 375;;;10;-77.04184161;-12.10297397
19-2111100603;SSSIG0082303;;JUAN ANTONIO PEZET 375;;;6;-77.04184161;-12.10297397
